STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2017,,4.72,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2018,,4.08,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2019,,3.27,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2020,,4.90,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2021,,2.29,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2022,,1.47,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2023,,1.24,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2008,,8.85,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2009,,7.10,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2010,,5.23,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2011,,3.48,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2012,,6.68,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2013,,3.60,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2014,,3.04,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2015,,2.36,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2016,,2.48,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2017,,5.02,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2018,,3.20,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2019,,1.40,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2020,,5.68,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2021,,5.76,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2022,,5.94,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2023,,7.25,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2008,,28.42,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2009,,29.50,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2010,,15.29,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2011,,15.33,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2012,,26.39,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2013,,35.61,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2014,,26.24,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2015,,28.13,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2016,,17.33,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2017,,23.23,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2018,,18.58,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2019,,27.82,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2020,,16.11,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2021,,29.59,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2022,,23.59,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2023,,29.38,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2010,,20.81,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2011,,20.36,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2012,,17.29,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2013,,11.44,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2014,,10.64,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2015,,9.89,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2016,,7.92,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2017,,6.80,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2018,,5.70,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2019,,5.43,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2020,,7.32,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2021,,5.99,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2022,,4.97,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2023,,7.64,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2009,,3.21,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2010,,2.41,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2011,,1.45,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2012,,0.97,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2013,,1.97,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2014,,1.49,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2015,,1.00,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2016,,2.67,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2017,,1.34,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2018,,2.01,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2019,,1.51,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2020,,1.01,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2021,,1.18,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2022,,1.69,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2023,,1.69,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2008,,39.48,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2009,,25.95,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2010,,35.11,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2011,,21.00,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2012,,27.13,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2013,,24.74,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2014,,24.74,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2015,,17.49,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2016,,22.08,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2017,,14.81,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2018,,10.02,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2019,,11.48,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2020,,3.79,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2021,,3.77,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2022,,2.25,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2023,,0.72,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2008,,49.47,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2009,,48.03,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2010,,53.84,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2011,,57.14,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2012,,58.77,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2013,,44.35,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2014,,2.15,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2015,,0.93,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2016,,1.25,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2017,,0.52,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2018,,1.45,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2019,,2.82,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2020,,3.14,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2021,,3.07,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2022,,3.66,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2023,,3.29,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2010,,32.96,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2011,,29.33,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2012,,25.14,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2013,,20.67,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2014,,16.26,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2015,,14.74,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2016,,14.16,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2017,,13.82,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2018,,15.38,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2019,,18.13,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2020,,11.60,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2021,,20.10,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2022,,21.02,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2023,,19.65,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2008,,15.55,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2009,,17.76,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2010,,12.96,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2011,,12.28,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2012,,15.38,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2013,,14.33,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2014,,17.81,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2015,,14.56,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2016,,14.95,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2017,,16.77,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2018,,15.95,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2019,,12.01,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2020,,13.05,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2021,,14.46,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,JUVENILE,Juvenile,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2022,,0.94,,,,,
