iccs,freq,sex,unit,geo,TIME_PERIOD,OBS_VALUE
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Norway,2013,4.93
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Norway,2014,4.83
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Norway,2015,5.04
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Norway,2016,4.88
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Norway,2017,4.91
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Norway,2018,5.55
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Norway,2019,5.51
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Norway,2020,5.28
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Norway,2021,5.52
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Norway,2022,5.3
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Poland,2016,21.83
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Poland,2017,21.76
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Poland,2018,21.88
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Poland,2019,22.05
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Poland,2020,21.78
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Poland,2021,21.67
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Poland,2022,21.83
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Portugal,2008,6.45
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Portugal,2009,6.47
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Portugal,2010,6.46
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Portugal,2011,6.33
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Portugal,2012,6.32
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Portugal,2013,6.37
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Portugal,2014,6.13
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Portugal,2015,6.07
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Portugal,2016,5.77
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Portugal,2017,5.57
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Portugal,2018,5.44
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Portugal,2019,4.82
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Portugal,2020,4.69
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Portugal,2021,4.94
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Portugal,2022,4.59
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Romania,2008,50.13
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Romania,2009,48.0
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Romania,2010,47.59
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Romania,2011,48.91
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Romania,2012,51.95
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Romania,2013,61.6
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Romania,2014,61.72
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Romania,2015,63.81
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Romania,2016,61.62
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Romania,2017,55.53
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Romania,2018,50.55
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Romania,2019,48.67
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Romania,2020,50.36
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Romania,2021,55.28
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Romania,2022,52.74
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Serbia,2013,17.24
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Serbia,2014,20.75
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Serbia,2015,21.74
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Serbia,2016,19.82
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Serbia,2017,20.41
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Serbia,2018,21.67
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Serbia,2019,20.31
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Serbia,2020,20.86
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Serbia,2021,21.16
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Serbia,2022,23.64
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Sweden,2008,8.94
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Sweden,2009,9.17
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Sweden,2010,9.53
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Sweden,2011,9.13
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Sweden,2012,9.25
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Sweden,2013,11.23
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Sweden,2014,10.9
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Sweden,2015,11.12
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Sweden,2016,11.19
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Sweden,2017,11.99
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Sweden,2018,12.1
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Sweden,2019,12.39
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Sweden,2020,13.4
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Sweden,2021,14.53
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Sweden,2022,16.2
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Slovenia,2016,6.94
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Slovenia,2017,8.1
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Slovenia,2018,7.3
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Slovenia,2019,9.34
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Slovenia,2020,9.13
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Slovenia,2021,8.11
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Slovenia,2022,8.79
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Slovakia,2014,17.58
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Slovakia,2015,17.52
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Slovakia,2016,17.46
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Slovakia,2017,13.16
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Slovakia,2018,13.74
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Slovakia,2019,14.54
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Slovakia,2020,15.35
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Slovakia,2021,16.09
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Türkiye,2009,4.08
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Türkiye,2010,7.78
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Türkiye,2011,9.07
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Türkiye,2012,16.68
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Türkiye,2013,64.99
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Türkiye,2014,68.35
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Türkiye,2015,70.9
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Türkiye,2016,73.57
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Türkiye,2018,81.87
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Türkiye,2019,82.28
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Türkiye,2020,86.51
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Türkiye,2021,90.03
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Türkiye,2022,96.39
Intentional homicide,Annual,M,Per hundred thousand inhabitants,England and Wales,2008,16.4
Intentional homicide,Annual,M,Per hundred thousand inhabitants,England and Wales,2009,17.8
Intentional homicide,Annual,M,Per hundred thousand inhabitants,England and Wales,2010,16.83
Intentional homicide,Annual,M,Per hundred thousand inhabitants,England and Wales,2011,17.56
Intentional homicide,Annual,M,Per hundred thousand inhabitants,England and Wales,2012,17.95
Intentional homicide,Annual,M,Per hundred thousand inhabitants,England and Wales,2013,17.94
Intentional homicide,Annual,M,Per hundred thousand inhabitants,England and Wales,2014,17.8
Intentional homicide,Annual,M,Per hundred thousand inhabitants,England and Wales,2015,17.85
Intentional homicide,Annual,M,Per hundred thousand inhabitants,England and Wales,2016,18.21
Intentional homicide,Annual,M,Per hundred thousand inhabitants,England and Wales,2017,17.96
Intentional homicide,Annual,M,Per hundred thousand inhabitants,England and Wales,2018,17.8
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Scotland (NUTS 2021),2008,31.45
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Scotland (NUTS 2021),2009,31.7
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Scotland (NUTS 2021),2010,30.51
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Scotland (NUTS 2021),2011,30.4
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Scotland (NUTS 2021),2012,30.58
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Scotland (NUTS 2021),2013,31.26
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Scotland (NUTS 2021),2014,31.14
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2009,16.46
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2010,17.7
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2011,18.04
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2012,17.15
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2013,18.87
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2014,23.18
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2015,23.05
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2016,19.06
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Kosovo*,2009,24.7
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Kosovo*,2010,39.63
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Kosovo*,2011,43.35
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Kosovo*,2018,39.07
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Kosovo*,2019,38.74
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Kosovo*,2020,38.06
Rape,Annual,F,Per hundred thousand inhabitants,Albania,2008,0.13
Rape,Annual,F,Per hundred thousand inhabitants,Albania,2009,0.81
Rape,Annual,F,Per hundred thousand inhabitants,Albania,2011,0.07
Rape,Annual,F,Per hundred thousand inhabitants,Albania,2014,0.07
Rape,Annual,F,Per hundred thousand inhabitants,Albania,2015,0.07
Rape,Annual,F,Per hundred thousand inhabitants,Albania,2016,0.07
Rape,Annual,F,Per hundred thousand inhabitants,Albania,2017,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Albania,2018,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Albania,2019,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Albania,2020,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Albania,2021,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Albania,2022,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Austria,2008,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Austria,2009,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Austria,2010,0.02
Rape,Annual,F,Per hundred thousand inhabitants,Austria,2011,0.09
Rape,Annual,F,Per hundred thousand inhabitants,Austria,2012,0.07
Rape,Annual,F,Per hundred thousand inhabitants,Austria,2013,0.05
Rape,Annual,F,Per hundred thousand inhabitants,Austria,2014,0.09
Rape,Annual,F,Per hundred thousand inhabitants,Austria,2015,0.09
Rape,Annual,F,Per hundred thousand inhabitants,Austria,2016,0.14
Rape,Annual,F,Per hundred thousand inhabitants,Austria,2017,0.13
Rape,Annual,F,Per hundred thousand inhabitants,Austria,2018,0.13
Rape,Annual,F,Per hundred thousand inhabitants,Austria,2019,0.11
Rape,Annual,F,Per hundred thousand inhabitants,Austria,2020,0.13
Rape,Annual,F,Per hundred thousand inhabitants,Austria,2021,0.11
Rape,Annual,F,Per hundred thousand inhabitants,Austria,2022,0.11
Rape,Annual,F,Per hundred thousand inhabitants,Belgium,2008,0.15
Rape,Annual,F,Per hundred thousand inhabitants,Belgium,2009,0.16
Rape,Annual,F,Per hundred thousand inhabitants,Belgium,2010,0.05
Rape,Annual,F,Per hundred thousand inhabitants,Belgium,2011,0.13
Rape,Annual,F,Per hundred thousand inhabitants,Belgium,2012,0.11
Rape,Annual,F,Per hundred thousand inhabitants,Bulgaria,2008,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Bulgaria,2009,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Bulgaria,2010,0.03
Rape,Annual,F,Per hundred thousand inhabitants,Bulgaria,2011,0.08
Rape,Annual,F,Per hundred thousand inhabitants,Bulgaria,2012,0.03
Rape,Annual,F,Per hundred thousand inhabitants,Bulgaria,2013,0.03
Rape,Annual,F,Per hundred thousand inhabitants,Bulgaria,2014,0.03
Rape,Annual,F,Per hundred thousand inhabitants,Bulgaria,2015,0.03
Rape,Annual,F,Per hundred thousand inhabitants,Bulgaria,2016,0.03
Rape,Annual,F,Per hundred thousand inhabitants,Bulgaria,2017,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Bulgaria,2018,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Bulgaria,2019,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Bulgaria,2020,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Bulgaria,2021,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Bulgaria,2022,0.03
Rape,Annual,F,Per hundred thousand inhabitants,Switzerland,2008,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Switzerland,2009,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Switzerland,2010,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Switzerland,2011,0.03
Rape,Annual,F,Per hundred thousand inhabitants,Switzerland,2012,0.02
Rape,Annual,F,Per hundred thousand inhabitants,Switzerland,2013,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Switzerland,2014,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Switzerland,2015,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Switzerland,2016,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Switzerland,2017,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Switzerland,2018,0.02
Rape,Annual,F,Per hundred thousand inhabitants,Switzerland,2019,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Switzerland,2020,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Switzerland,2021,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Switzerland,2022,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Cyprus,2012,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Cyprus,2013,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Cyprus,2022,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Czechia,2011,0.06
Rape,Annual,F,Per hundred thousand inhabitants,Czechia,2012,0.07
Rape,Annual,F,Per hundred thousand inhabitants,Czechia,2013,0.13
Rape,Annual,F,Per hundred thousand inhabitants,Czechia,2014,0.13
Rape,Annual,F,Per hundred thousand inhabitants,Czechia,2015,0.13
Rape,Annual,F,Per hundred thousand inhabitants,Czechia,2016,0.07
Rape,Annual,F,Per hundred thousand inhabitants,Czechia,2017,0.06
Rape,Annual,F,Per hundred thousand inhabitants,Czechia,2018,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Czechia,2019,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Czechia,2020,0.06
Rape,Annual,F,Per hundred thousand inhabitants,Czechia,2021,0.11
Rape,Annual,F,Per hundred thousand inhabitants,Czechia,2022,0.15
Rape,Annual,F,Per hundred thousand inhabitants,Germany,2013,0.02
Rape,Annual,F,Per hundred thousand inhabitants,Germany,2014,0.02
Rape,Annual,F,Per hundred thousand inhabitants,Germany,2015,0.02
Rape,Annual,F,Per hundred thousand inhabitants,Germany,2016,0.02
Rape,Annual,F,Per hundred thousand inhabitants,Germany,2017,0.01
Rape,Annual,F,Per hundred thousand inhabitants,Germany,2018,0.02
Rape,Annual,F,Per hundred thousand inhabitants,Germany,2019,0.03
Rape,Annual,F,Per hundred thousand inhabitants,Germany,2020,0.03
Rape,Annual,F,Per hundred thousand inhabitants,Germany,2021,0.03
Rape,Annual,F,Per hundred thousand inhabitants,Germany,2022,0.03
Rape,Annual,F,Per hundred thousand inhabitants,Denmark,2009,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Denmark,2010,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Denmark,2011,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Denmark,2012,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Denmark,2013,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Denmark,2014,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Denmark,2015,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Denmark,2018,0.07
Rape,Annual,F,Per hundred thousand inhabitants,Denmark,2019,0.14
Rape,Annual,F,Per hundred thousand inhabitants,Denmark,2020,0.07
Rape,Annual,F,Per hundred thousand inhabitants,Denmark,2021,0.1
Rape,Annual,F,Per hundred thousand inhabitants,Denmark,2022,0.1
Rape,Annual,F,Per hundred thousand inhabitants,Estonia,2010,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Estonia,2011,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Estonia,2013,0.14
Rape,Annual,F,Per hundred thousand inhabitants,Estonia,2015,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Estonia,2016,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Estonia,2017,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Estonia,2018,0.14
Rape,Annual,F,Per hundred thousand inhabitants,Estonia,2019,0.14
Rape,Annual,F,Per hundred thousand inhabitants,Estonia,2020,0.14
Rape,Annual,F,Per hundred thousand inhabitants,Estonia,2021,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Estonia,2022,0.14
Rape,Annual,F,Per hundred thousand inhabitants,Greece,2008,0.02
Rape,Annual,F,Per hundred thousand inhabitants,Greece,2009,0.07
Rape,Annual,F,Per hundred thousand inhabitants,Greece,2010,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Greece,2011,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Greece,2012,0.02
Rape,Annual,F,Per hundred thousand inhabitants,Greece,2013,0.02
Rape,Annual,F,Per hundred thousand inhabitants,Greece,2014,0.08
Rape,Annual,F,Per hundred thousand inhabitants,Greece,2015,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Greece,2016,0.11
Rape,Annual,F,Per hundred thousand inhabitants,Greece,2017,0.09
Rape,Annual,F,Per hundred thousand inhabitants,Greece,2018,0.2
Rape,Annual,F,Per hundred thousand inhabitants,Greece,2019,0.07
Rape,Annual,F,Per hundred thousand inhabitants,Greece,2020,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Greece,2021,0.02
Rape,Annual,F,Per hundred thousand inhabitants,Greece,2022,0.07
Rape,Annual,F,Per hundred thousand inhabitants,Spain,2008,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Spain,2009,0.05
Rape,Annual,F,Per hundred thousand inhabitants,Spain,2010,0.06
Rape,Annual,F,Per hundred thousand inhabitants,Spain,2011,0.03
Rape,Annual,F,Per hundred thousand inhabitants,Spain,2012,0.05
Rape,Annual,F,Per hundred thousand inhabitants,Spain,2013,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Spain,2014,0.05
Rape,Annual,F,Per hundred thousand inhabitants,Spain,2015,0.08
Rape,Annual,F,Per hundred thousand inhabitants,Spain,2016,0.22
Rape,Annual,F,Per hundred thousand inhabitants,Spain,2017,0.18
Rape,Annual,F,Per hundred thousand inhabitants,Spain,2018,0.12
Rape,Annual,F,Per hundred thousand inhabitants,Spain,2019,0.22
Rape,Annual,F,Per hundred thousand inhabitants,Spain,2020,0.24
Rape,Annual,F,Per hundred thousand inhabitants,Spain,2021,0.24
Rape,Annual,F,Per hundred thousand inhabitants,Spain,2022,0.24
Rape,Annual,F,Per hundred thousand inhabitants,France,2008,0.35
Rape,Annual,F,Per hundred thousand inhabitants,France,2009,0.34
Rape,Annual,F,Per hundred thousand inhabitants,France,2010,0.31
Rape,Annual,F,Per hundred thousand inhabitants,France,2011,0.42
Rape,Annual,F,Per hundred thousand inhabitants,France,2012,0.38
Rape,Annual,F,Per hundred thousand inhabitants,France,2013,0.29
Rape,Annual,F,Per hundred thousand inhabitants,France,2014,0.27
Rape,Annual,F,Per hundred thousand inhabitants,France,2016,0.13
Rape,Annual,F,Per hundred thousand inhabitants,France,2017,0.21
Rape,Annual,F,Per hundred thousand inhabitants,France,2018,0.23
Rape,Annual,F,Per hundred thousand inhabitants,France,2019,0.24
Rape,Annual,F,Per hundred thousand inhabitants,France,2020,0.26
Rape,Annual,F,Per hundred thousand inhabitants,France,2021,0.26
Rape,Annual,F,Per hundred thousand inhabitants,Croatia,2008,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Croatia,2009,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Croatia,2010,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Croatia,2012,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Croatia,2013,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Croatia,2014,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Croatia,2015,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Croatia,2018,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Croatia,2019,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Croatia,2020,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Croatia,2021,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Croatia,2022,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Hungary,2013,0.1
Rape,Annual,F,Per hundred thousand inhabitants,Hungary,2014,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Hungary,2015,0.06
Rape,Annual,F,Per hundred thousand inhabitants,Hungary,2017,0.27
Rape,Annual,F,Per hundred thousand inhabitants,Hungary,2018,0.12
Rape,Annual,F,Per hundred thousand inhabitants,Hungary,2019,0.16
Rape,Annual,F,Per hundred thousand inhabitants,Hungary,2020,0.37
Rape,Annual,F,Per hundred thousand inhabitants,Hungary,2021,0.47
Rape,Annual,F,Per hundred thousand inhabitants,Hungary,2022,0.5
Rape,Annual,F,Per hundred thousand inhabitants,Iceland,2013,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Iceland,2017,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Iceland,2018,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Italy,2008,0.18
Rape,Annual,F,Per hundred thousand inhabitants,Italy,2009,0.18
Rape,Annual,F,Per hundred thousand inhabitants,Italy,2010,0.15
Rape,Annual,F,Per hundred thousand inhabitants,Italy,2011,0.15
Rape,Annual,F,Per hundred thousand inhabitants,Italy,2012,0.14
Rape,Annual,F,Per hundred thousand inhabitants,Italy,2013,0.13
Rape,Annual,F,Per hundred thousand inhabitants,Italy,2014,0.12
Rape,Annual,F,Per hundred thousand inhabitants,Liechtenstein,2016,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Lithuania,2008,0.12
Rape,Annual,F,Per hundred thousand inhabitants,Lithuania,2009,0.06
Rape,Annual,F,Per hundred thousand inhabitants,Lithuania,2010,0.18
Rape,Annual,F,Per hundred thousand inhabitants,Lithuania,2011,0.18
Rape,Annual,F,Per hundred thousand inhabitants,Lithuania,2012,0.06
Rape,Annual,F,Per hundred thousand inhabitants,Lithuania,2013,0.12
Rape,Annual,F,Per hundred thousand inhabitants,Lithuania,2014,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Lithuania,2015,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Lithuania,2016,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Lithuania,2017,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Lithuania,2018,0.07
Rape,Annual,F,Per hundred thousand inhabitants,Lithuania,2019,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Lithuania,2020,0.13
Rape,Annual,F,Per hundred thousand inhabitants,Lithuania,2021,0.2
Rape,Annual,F,Per hundred thousand inhabitants,Lithuania,2022,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Luxembourg,2011,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Luxembourg,2012,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Luxembourg,2013,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Luxembourg,2014,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Luxembourg,2015,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Luxembourg,2016,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Luxembourg,2017,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Latvia,2013,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Latvia,2014,0.09
Rape,Annual,F,Per hundred thousand inhabitants,Latvia,2015,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Latvia,2016,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Latvia,2017,0.09
Rape,Annual,F,Per hundred thousand inhabitants,Latvia,2018,0.19
Rape,Annual,F,Per hundred thousand inhabitants,Latvia,2019,0.19
Rape,Annual,F,Per hundred thousand inhabitants,Latvia,2020,0.19
Rape,Annual,F,Per hundred thousand inhabitants,Latvia,2021,0.2
Rape,Annual,F,Per hundred thousand inhabitants,Latvia,2022,0.3
Rape,Annual,F,Per hundred thousand inhabitants,Montenegro,2008,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Montenegro,2009,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Montenegro,2010,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Montenegro,2011,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Montenegro,2012,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Montenegro,2013,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Montenegro,2014,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Montenegro,2015,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Montenegro,2016,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Montenegro,2017,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Montenegro,2018,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Montenegro,2019,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Montenegro,2020,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Montenegro,2021,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Montenegro,2022,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Malta,2013,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Malta,2014,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Malta,2015,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Malta,2016,0.0
