iccs,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2017,3.23
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2018,4.24
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2019,4.02
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2020,3.14
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2021,3.04
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2022,1.02
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2016,2.78
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2017,3.08
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2018,3.02
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2019,3.16
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2020,2.81
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2021,2.77
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2022,4.23
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2016,5.14
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2017,5.89
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2018,6.67
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2019,10.31
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2020,16.2
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2021,14.49
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2022,17.18
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,France,2016,11.47
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,France,2017,13.42
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,France,2018,13.99
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,France,2019,15.83
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,France,2020,16.96
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,France,2021,18.4
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,France,2022,18.29
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Croatia,2016,10.88
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Croatia,2017,8.95
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Croatia,2018,6.7
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Croatia,2019,9.84
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Croatia,2020,8.87
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Croatia,2021,12.36
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Croatia,2022,15.87
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Hungary,2016,5.32
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Hungary,2017,16.68
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Hungary,2018,4.87
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Hungary,2019,3.44
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Hungary,2020,3.8
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Hungary,2021,5.1
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Hungary,2022,4.77
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Ireland,2016,6.69
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Ireland,2017,7.59
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Ireland,2018,8.76
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Ireland,2019,10.48
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Ireland,2020,9.15
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Ireland,2021,10.07
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Ireland,2022,7.41
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Iceland,2019,45.38
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Iceland,2020,23.07
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Iceland,2021,23.05
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Iceland,2022,9.04
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Italy,2016,3.83
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Italy,2017,3.79
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Italy,2018,3.61
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Italy,2019,3.88
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Italy,2020,4.22
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Italy,2021,4.33
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Italy,2022,3.81
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2016,9.38
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2017,11.69
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2018,14.85
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2019,14.96
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2020,17.25
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2021,12.52
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2022,15.29
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Luxembourg,2022,1.08
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2016,16.91
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2017,9.59
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2018,10.03
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2019,12.76
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2020,11.74
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2021,15.42
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2022,11.73
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2022,3.84
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2016,2.68
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2017,2.52
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2018,2.68
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2019,3.3
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2020,2.67
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2021,2.8
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2022,2.87
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2016,10.96
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2017,21.03
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2018,27.78
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2019,19.59
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2020,23.46
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2021,32.35
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2022,32.24
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2016,8.09
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2017,8.67
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2018,12.33
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2019,38.74
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2020,17.23
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2021,15.01
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2022,14.44
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2018,1.54
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2019,2.54
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2020,4.85
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2021,4.59
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2022,3.95
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2017,2.71
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2018,2.79
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2019,3.66
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2020,4.54
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2021,5.0
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2022,6.67
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2016,1.05
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2017,0.95
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2018,1.0
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2019,1.31
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2020,1.54
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2021,2.84
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2022,2.18
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2016,17.84
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2017,30.9
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2018,22.65
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2019,32.39
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2020,47.97
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2021,59.75
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2022,48.95
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2019,7.35
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2020,7.73
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2021,9.91
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2022,8.97
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2016,0.37
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2017,0.5
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2018,0.5
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2019,0.13
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2020,0.09
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2021,0.16
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2022,0.48
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2016,19.3
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2017,19.62
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2018,15.4
Sexual exploitation,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2019,2.23
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2016,0.17
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2017,0.14
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2018,0.1
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2019,0.17
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2020,0.35
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2021,4.38
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2016,7.87
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2017,8.44
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2018,13.28
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2019,18.98
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2020,19.21
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2021,21.61
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2016,11.7
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2017,15.23
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2018,16.45
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2019,23.14
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2020,18.4
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2021,15.58
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2016,0.27
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2017,0.42
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2018,0.38
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2019,0.27
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2020,0.33
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2021,0.39
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Switzerland,2020,18.05
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Switzerland,2021,16.93
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Cyprus,2016,9.08
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Cyprus,2017,11.23
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Cyprus,2018,14.12
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Cyprus,2019,11.87
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Cyprus,2020,17.34
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Cyprus,2021,18.53
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Czechia,2016,3.41
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Czechia,2017,4.62
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Czechia,2018,6.12
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Czechia,2019,6.84
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Czechia,2020,6.23
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Czechia,2021,5.97
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Germany,2017,8.09
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Germany,2018,9.28
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Germany,2019,15.08
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Germany,2020,22.89
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Germany,2021,47.43
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Denmark,2016,4.19
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Denmark,2017,30.48
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Denmark,2018,27.55
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Denmark,2019,25.92
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Denmark,2020,31.17
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Denmark,2021,35.12
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Estonia,2016,8.97
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Estonia,2017,11.71
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Estonia,2018,13.95
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Estonia,2019,13.21
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Estonia,2020,11.74
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Estonia,2021,17.37
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2016,2.39
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2017,1.52
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2018,2.63
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2019,3.07
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2020,2.17
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2021,1.98
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2016,1.34
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2017,1.65
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2018,1.91
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2019,1.85
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2020,1.61
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2021,1.56
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2016,2.61
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2017,2.02
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2018,2.29
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2019,3.35
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2020,9.86
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2021,7.32
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,France,2016,3.62
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,France,2017,4.46
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,France,2018,5.44
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,France,2019,6.6
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,France,2020,7.22
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,France,2021,7.89
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Croatia,2016,2.55
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Croatia,2017,3.37
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Croatia,2018,5.63
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Croatia,2019,6.16
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Croatia,2020,7.89
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Croatia,2021,11.35
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Hungary,2016,2.75
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Hungary,2017,14.63
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Hungary,2018,2.14
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Hungary,2019,2.54
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Hungary,2020,2.75
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Hungary,2021,4.01
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Ireland,2016,6.05
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Ireland,2017,7.11
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Ireland,2018,8.24
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Ireland,2019,10.2
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Ireland,2020,9.04
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Ireland,2021,10.11
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Iceland,2018,0.86
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Iceland,2019,1.4
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Iceland,2020,9.06
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Iceland,2021,11.93
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Italy,2016,0.85
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Italy,2017,0.96
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Italy,2018,1.04
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Italy,2019,1.38
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Italy,2020,1.85
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Italy,2021,2.1
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Liechtenstein,2021,38.41
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2016,4.71
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2017,5.2
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2018,5.8
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2019,6.76
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2020,8.27
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Lithuania,2021,7.3
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2016,15.85
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2017,8.1
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2018,8.22
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2019,9.84
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2020,10.01
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Latvia,2021,11.99
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Montenegro,2017,0.48
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Montenegro,2019,0.8
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Montenegro,2021,0.64
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2016,0.67
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2017,1.74
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2018,0.84
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2019,0.41
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2020,1.55
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Malta,2021,3.88
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2016,7.9
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2017,17.29
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2018,23.4
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2019,15.99
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2020,19.64
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2021,28.01
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2016,5.26
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2017,5.07
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2018,9.19
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2019,35.85
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2020,14.14
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2021,10.58
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2017,1.23
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2018,1.14
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2019,1.87
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2020,2.58
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2021,2.43
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2016,0.85
Child pornography,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2017,0.74
