STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,leg_stat,Legal status,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2015,,211.55,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2008,,452.13,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2009,,408.00,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2010,,374.72,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2011,,416.63,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2012,,412.67,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2013,,399.74,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2014,,396.53,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2015,,348.23,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2016,,345.04,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2017,,305.27,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2018,,296.77,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2019,,319.68,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2020,,265.29,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2021,,246.54,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2022,,247.28,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2023,,236.39,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2008,,223.11,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2009,,207.66,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2010,,207.83,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2011,,203.58,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2012,,199.00,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2013,,392.03,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2014,,385.56,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2015,,390.57,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2016,,390.75,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2017,,342.87,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2018,,325.85,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2019,,299.19,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2020,,281.36,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2021,,274.73,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2022,,267.38,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2023,,248.43,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2013,,204.49,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2008,,374.32,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2009,,336.83,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2010,,332.67,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2011,,329.92,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2012,,337.65,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2013,,324.68,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2014,,241.90,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2015,,275.13,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2016,,269.33,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2017,,249.93,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2018,,225.12,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2019,,222.94,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2020,,157.66,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2021,,198.79,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2022,,214.20,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2023,,189.36,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2008,,26.92,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2009,,26.18,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2010,,32.27,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2011,,34.54,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2012,,39.20,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2013,,46.07,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2014,,39.10,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2015,,50.34,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2016,,52.83,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2017,,52.80,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2018,,47.56,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2019,,48.93,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2020,,47.72,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2021,,50.45,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2022,,48.83,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2023,,45.88,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2016,,91.93,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2017,,341.16,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2018,,371.61,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2019,,391.97,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2020,,357.40,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2021,,331.49,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2022,,338.06,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2023,,368.47,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2008,,210.72,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2009,,221.92,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2010,,213.87,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2011,,193.11,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2012,,183.21,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2013,,332.44,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2014,,327.50,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2015,,322.29,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2016,,297.25,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2017,,284.41,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2018,,291.79,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2019,,302.63,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2020,,332.54,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2021,,322.90,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2022,,319.50,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2023,,342.55,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2014,,171.79,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2015,,171.72,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2016,,169.28,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2017,,156.04,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2018,,117.52,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2019,,125.31,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2020,,122.13,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2021,,110.29,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2022,,104.15,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2023,,108.66,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2008,,251.88,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2009,,271.88,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2010,,270.23,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2011,,281.47,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2012,,285.51,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2013,,285.67,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2014,,272.32,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2015,,242.71,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2016,,226.57,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2017,,227.76,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2018,,213.59,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2019,,202.16,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2020,,172.68,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2021,,153.80,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2022,,178.44,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2023,,173.78,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2009,,1067.62,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2010,,1119.36,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2011,,1149.62,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2012,,1246.58,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2013,,1169.78,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2014,,1173.52,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2015,,1196.96,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2016,,1076.17,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_PRSC,Prosecuted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2017,,1174.14,,,,,
