STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,iccs,International classification of crime for statistical purposes (ICCS),sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,EL,Greece,2021,,290,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,EL,Greece,2022,,301,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ES,Spain,2008,,2275,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ES,Spain,2009,,2449,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ES,Spain,2010,,2472,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ES,Spain,2011,,2359,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ES,Spain,2012,,2217,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ES,Spain,2013,,2168,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ES,Spain,2014,,2127,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ES,Spain,2015,,2248,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ES,Spain,2016,,3225,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ES,Spain,2017,,3278,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ES,Spain,2018,,3313,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ES,Spain,2019,,3381,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ES,Spain,2020,,3509,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ES,Spain,2021,,3756,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ES,Spain,2022,,4052,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,FR,France,2008,,8089,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,FR,France,2009,,7839,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,FR,France,2010,,7564,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,FR,France,2011,,7691,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,FR,France,2012,,7710,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,FR,France,2013,,7666,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,FR,France,2014,,7255,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,FR,France,2016,,4423,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,FR,France,2017,,6998,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,FR,France,2018,,7259,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,FR,France,2019,,7506,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,FR,France,2020,,7629,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,FR,France,2021,,8338,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,FR,France,2022,,9123,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,HR,Croatia,2008,,145,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,HR,Croatia,2009,,158,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,HR,Croatia,2010,,156,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,HR,Croatia,2012,,142,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,HR,Croatia,2013,,100,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,HR,Croatia,2014,,97,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,HR,Croatia,2015,,91,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,HR,Croatia,2018,,47,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,HR,Croatia,2019,,52,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,HR,Croatia,2020,,36,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,HR,Croatia,2021,,41,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,HR,Croatia,2022,,51,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,HU,Hungary,2013,,390,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,HU,Hungary,2014,,296,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,HU,Hungary,2015,,269,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,HU,Hungary,2017,,624,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,HU,Hungary,2018,,291,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,HU,Hungary,2019,,583,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,HU,Hungary,2020,,880,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,HU,Hungary,2021,,1083,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,HU,Hungary,2022,,1057,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,IS,Iceland,2013,,12,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,IS,Iceland,2017,,11,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,IS,Iceland,2018,,6,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,IT,Italy,2008,,1667,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,IT,Italy,2009,,1866,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,IT,Italy,2010,,1952,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,IT,Italy,2011,,2034,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,IT,Italy,2012,,2052,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,IT,Italy,2013,,1973,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,IT,Italy,2014,,1922,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LI,Liechtenstein,2016,,0,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LT,Lithuania,2008,,401,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LT,Lithuania,2009,,420,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LT,Lithuania,2010,,425,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LT,Lithuania,2011,,470,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LT,Lithuania,2012,,500,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LT,Lithuania,2013,,471,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LT,Lithuania,2014,,457,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LT,Lithuania,2015,,314,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LT,Lithuania,2016,,310,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LT,Lithuania,2017,,353,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LT,Lithuania,2018,,327,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LT,Lithuania,2019,,270,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LT,Lithuania,2020,,247,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LT,Lithuania,2021,,238,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LT,Lithuania,2022,,188,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LU,Luxembourg,2011,,24,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LU,Luxembourg,2012,,24,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LU,Luxembourg,2013,,32,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LU,Luxembourg,2014,,23,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LU,Luxembourg,2015,,22,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LU,Luxembourg,2016,,11,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LU,Luxembourg,2017,,34,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LV,Latvia,2013,,148,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LV,Latvia,2014,,138,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LV,Latvia,2015,,132,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LV,Latvia,2016,,134,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LV,Latvia,2017,,137,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LV,Latvia,2018,,127,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LV,Latvia,2019,,124,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LV,Latvia,2020,,132,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LV,Latvia,2021,,129,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,LV,Latvia,2022,,145,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ME,Montenegro,2008,,3,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ME,Montenegro,2009,,7,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ME,Montenegro,2010,,12,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ME,Montenegro,2011,,3,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ME,Montenegro,2012,,3,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ME,Montenegro,2013,,4,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ME,Montenegro,2014,,2,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ME,Montenegro,2015,,3,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ME,Montenegro,2016,,10,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ME,Montenegro,2017,,8,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ME,Montenegro,2018,,2,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ME,Montenegro,2019,,10,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ME,Montenegro,2020,,3,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ME,Montenegro,2021,,7,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,ME,Montenegro,2022,,7,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,MT,Malta,2013,,6,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,MT,Malta,2014,,7,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,MT,Malta,2015,,5,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,MT,Malta,2016,,12,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,MT,Malta,2017,,19,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,MT,Malta,2018,,12,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,MT,Malta,2019,,13,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,MT,Malta,2020,,12,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,MT,Malta,2021,,13,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,MT,Malta,2022,,15,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,NO,Norway,2008,,226,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,NO,Norway,2009,,260,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,NO,Norway,2010,,256,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,NO,Norway,2011,,284,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,NO,Norway,2012,,274,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,NO,Norway,2013,,263,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,NO,Norway,2014,,332,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,NO,Norway,2015,,366,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,NO,Norway,2016,,385,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,NO,Norway,2017,,390,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,NO,Norway,2018,,398,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,NO,Norway,2019,,429,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,NO,Norway,2020,,452,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,NO,Norway,2021,,498,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,NO,Norway,2022,,567,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PL,Poland,2008,,1750,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PL,Poland,2009,,2030,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PL,Poland,2010,,1886,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PL,Poland,2011,,1854,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PL,Poland,2012,,1831,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PL,Poland,2013,,1700,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PL,Poland,2014,,1605,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PL,Poland,2015,,1561,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PL,Poland,2016,,983,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PL,Poland,2017,,1095,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PL,Poland,2018,,1162,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PL,Poland,2019,,1208,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PL,Poland,2020,,1190,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PL,Poland,2021,,1176,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PL,Poland,2022,,1174,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PT,Portugal,2008,,209,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PT,Portugal,2009,,234,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PT,Portugal,2010,,223,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PT,Portugal,2011,,198,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PT,Portugal,2012,,203,,,,,
